show_id,type,movie name,director,cast,country,date_added,release_year,rating,duration,listed_in,summary,rating_category
s4372,TV Show,Kulipari: Dream Walker,unknown,"Charlie Adler, Mark Hamill, Jess Harnell, Phil LaMarr, Josh Keaton, Mikey Kelley, Amy Margolis, Wendie Malick, Kevin Michael Richardson, Candi Milo, Laraine Newman",unknown,2018-11-20,2018,TV-Y7,1 Season,Kids' TV,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker – leaving the village under the protection of the Kulipari youth.",Kids
s4373,TV Show,Paap-O-Meter,unknown,unknown,unknown,2018-11-20,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission.",Kids
s4377,TV Show,The Final Table,unknown,Andrew Knowlton,United States,2018-11-20,2018,TV-PG,1 Season,Reality TV,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.,Family
s4380,TV Show,Eternal Love,unknown,"Yang Mi, Mark Chao, Dilraba Dilmurat, Ken Chang, Vengo Gao, Huang Mengying",China,2018-11-17,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right.",Teen
s4381,TV Show,La Doña,unknown,"Aracely Arámbula, David Chocarro, Danna Paola, Rebecca Jones, Odiseo Bichir, Gabriela Roel, Andrea Martí, Juan Ríos Cantú, Diego Soldano, Daniela Bascopé","United States, Mexico",2018-11-17,2016,TV-14,1 Season,"Spanish-Language TV Shows, TV Dramas","Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.",Teen
s4382,TV Show,Silvana Sin Lana,unknown,"Maritza Rodríguez, Carlos Ponce, Marimar Vega, Adriana Barraza, Marcela Guirado, Ricardo Abarca, Thali García, Alexandra Pomales, Briggitte Bozzo, Santiago Torres, Patricio Gallardo, Roberto Escobar, Samantha Dagnino, Raury Rolander, Vince Miranda, Javier Valcárcel",United States,2018-11-17,2016,TV-14,1 Season,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies","When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class.",Teen
s4385,TV Show,Ponysitters Club,unknown,"Morgan Neundorf, Madeline Leon, Khiyla Aynne, Cailan Laine Punnewaert, Zyon Allen, Maya Franzoi, Victoria Tomazelli, Hugh Wilson, Diana Chrisman",Canada,2018-11-16,2018,TV-G,2 Seasons,"Kids' TV, TV Dramas",A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,Family
s4388,TV Show,Vai Anitta,unknown,Anitta,Brazil,2018-11-16,2018,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV","Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.",Adult
s4390,TV Show,Beyblade Burst Evolution,unknown,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",unknown,2018-11-15,2017,TV-Y,1 Season,"Anime Series, Kids' TV","Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",Kids
s4400,TV Show,Warrior,unknown,"Dar Salim, Danica Curcic, Lars Ranthe, Marco Ilsø, Søren Malling, Jakob Oftebro",Denmark,2018-11-13,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,Adult
s4401,TV Show,Age of Tanks,unknown,unknown,"Germany, France, Russia",2018-11-10,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,Family
s4404,TV Show,Medal of Honor,unknown,"Oliver Hudson, Ben Schwartz, Paul Wesley, Aldis Hodge, Jonny Weston, Joseph Cross, Jake Abel, Derek Mio",United States,2018-11-09,2018,TV-MA,1 Season,"Docuseries, TV Dramas","Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",Adult
s4406,TV Show,Super Drags,unknown,"Fernando Mendonça, Sérgio Cantú, Wagner Follare, Pabllo Vittar, Silvetty Montilla, Rapha Vélez, Sylvia Salustti, Guilherme Briggs",Brazil,2018-11-09,2018,TV-MA,1 Season,"International TV Shows, TV Comedies","In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",Adult
s4407,TV Show,The Queen of Flow,unknown,"Carolina Ramírez, Carlos Torres, Andrés Sandoval, Adriana Arango, Mabel Moreno, Luis Alfredo Velasco, Pacho Rueda, Diana Wiswell, Mariana Garzón, Kiño, Sebastián Silva, Mariana Gómez, María José Vargas, Guillermo Blanco, Juan Manuel Restrepo, Alejandro Otero, David Ojalvo",Colombia,2018-11-09,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",Adult
s4408,TV Show,Treehouse Detectives,unknown,"Brody Allen, Jenna Davis, Ryan Bartley, Philece Sampler, Leigh Kelly, Abby Trott","South Korea, United States",2018-11-09,2018,TV-Y,2 Seasons,"Kids' TV, TV Thrillers","When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",Kids
s4409,TV Show,Westside,unknown,unknown,United States,2018-11-09,2018,TV-MA,1 Season,Reality TV,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,Adult
s4410,TV Show,Transfers,unknown,"Arieh Worthalter, Brune Renault, Toinette Laquiere, Steve Tientcheu, Pili Groyne, Patrick Descamps, Patrick Raynal, Juliette Plumecocq-Mech, Sébastien Chassagne, Alexis Loret, Aissatou Diop","France, Belgium",2018-11-08,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy","After a boating accident, woodworker and family man Florian wakes up in the body of an officer who leads a task force against illegal body transfers.",Adult
s4411,TV Show,Damnation,unknown,"Logan Marshall-Green, Killian Scott, Sarah Jones, Chasten Harmon, Christopher Heyerdahl, Melinda Page Hamilton, Joe Adler",United States,2018-11-07,2017,TV-MA,1 Season,"Crime TV Shows, TV Dramas","During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community.",Adult
s4414,TV Show,Kopitiam,unknown,"Joanna Bessey, Douglas Lim, Lina Teoh, Rashid Salleh, Mano Maniam, Tan Jin Chor",Malaysia,2018-11-03,2003,TV-14,7 Seasons,"International TV Shows, TV Comedies","A young woman returns to Malaysia to take over her father’s old coffee shop. Along with inheriting the Kopitiam, she gains a kooky group of friends.",Teen
s4416,TV Show,Brainchild,unknown,"Sahana Srinivasan, Alie Ward, Ben Seidman",unknown,2018-11-02,2018,TV-G,1 Season,Kids' TV,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",Family
s4431,TV Show,Creators,unknown,"Fabio Aste, Héctor Segura, Sebastian Rosas",Argentina,2018-11-01,2015,TV-Y,2 Seasons,"Kids' TV, Spanish-Language TV Shows","Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating.",Kids
s4437,TV Show,Follow This,unknown,"John Stanton, Scaachi Koul, Azeen Ghorayshi, Bim Adewunmi, Juliane Loffler, Charlie Warzel",United States,2018-11-01,2018,TV-MA,3 Seasons,Docuseries,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,Adult
s4462,TV Show,The Great British Baking Show: The Beginnings,unknown,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",unknown,2018-11-01,2012,TV-PG,1 Season,"British TV Shows, Reality TV",A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.,Family
s4470,TV Show,Fate/EXTRA Last Encore,unknown,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",Japan,2018-10-30,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows","Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",Adult
s4477,TV Show,Terrorism Close Calls,unknown,unknown,"United States, Czech Republic",2018-10-26,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,Adult
s4479,TV Show,DreamWorks Spooky Stories,unknown,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",United States,2018-10-25,2009,TV-PG,1 Season,"Kids' TV, TV Comedies","Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.",Family
s4480,TV Show,Great News,unknown,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",United States,2018-10-25,2017,TV-14,2 Seasons,TV Comedies,A TV news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.,Teen
s4484,TV Show,Here to Heart,unknown,"Janine Chun-Ning Chang, Hans Zhang",China,2018-10-23,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.,Teen
s4486,TV Show,The Hollywood Masters,unknown,unknown,United States,2018-10-23,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows,"Top Hollywood stars and directors open up about their dreams, struggles and lifelong obsessions in interviews filmed in front of a live audience.",Adult
s4488,TV Show,Accidentally in Love,unknown,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",China,2018-10-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",Teen
s4489,TV Show,Ask the Doctor,unknown,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,2018-10-19,2017,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",Family
s4490,TV Show,Best.Worst.Weekend.Ever.,unknown,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018-10-19,2018,TV-PG,1 Season,"Kids' TV, TV Comedies","Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",Family
s4495,TV Show,Making a Murderer,unknown,unknown,United States,2018-10-19,2018,TV-14,2 Seasons,"Crime TV Shows, Docuseries","Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",Teen
s4496,TV Show,Marvel's Daredevil,unknown,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",United States,2018-10-19,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure","Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City.",Adult
s4499,TV Show,Project S The Series,unknown,"Wiwattanawarang Oabnithi, Mahayotaruk Thiti, Lerkcharoempoj Papangkorn, Imanothai Kawin, Sakuljaroensuk Apinya, Oat Pasakorn Sanrattana, Leeratanakajorn Thanapob, Skye Nateeton Wongrawee, Supapunpinyo Teeradon, Chansangavej Chayanit, Ketprapakorn Narikun, Pibunsonggram Kritsanapoom, Santinatornkul Chanon",Thailand,2018-10-19,2017,TV-MA,4 Seasons,"International TV Shows, TV Dramas, Teen TV Shows","Sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush.",Adult
s4502,TV Show,Wanderlust,unknown,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,2018-10-19,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",Adult
s4504,TV Show,My Babysitter's a Vampire,unknown,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",Canada,2018-10-17,2012,TV-PG,2 Seasons,"Kids' TV, TV Comedies","Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",Family
s4505,TV Show,Rake,unknown,"Richard Roxburgh, Matt Day, Adrienne Pickering, Russell Dykstra, Danielle Cormack, Caroline Brazier, Geoff Morrell, Kate Box, Keegan Joyce, Damien Garvey",Australia,2018-10-16,2018,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, TV Comedies","While Cleaver Greene is a brilliant and driven attorney, he's also an ex-druggie, a current gambling addict and loathed by many of his colleagues.",Adult
s4509,TV Show,Stunt Science,unknown,unknown,United Kingdom,2018-10-15,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",Adult
s4512,TV Show,Edgar Rice Burroughs' Tarzan and Jane,unknown,"Marci T. House, Michael Dobson, Omari Newton, Paul Dobson, Rebecca Shoichet, Giles Panton, Kathleen Barr, Doron Bell",unknown,2018-10-12,2018,TV-Y7,2 Seasons,"Crime TV Shows, Kids' TV","Saved from a plane crash and given supernatural powers, teen Tarzan joins forces with brave city girl Jane to protect his jungle home from threats.",Kids
s4515,TV Show,FIGHTWORLD,Padraic McKinley,Frank Grillo,unknown,2018-10-12,2018,TV-MA,1 Season,Docuseries,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",Adult
s4518,TV Show,The Curious Creations of Christine McConnell,unknown,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",United States,2018-10-12,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",Family
s4519,TV Show,The Haunting of Hill House,unknown,"Michiel Huisman, Carla Gugino, Timothy Hutton, Henry Thomas, Elizabeth Reaser, Oliver Jackson-Cohen, Kate Siegel, Victoria Pedretti, Lulu Wilson, Mckenna Grace, Paxton Singleton, Julian Hilliard, Violet McGraw",United States,2018-10-12,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",Adult
s4521,TV Show,Ordinary Heroes,unknown,"Giorgio Tirabassi, Marco Bocci, Cristiana Capotondi, Greta Scarano, Michela Cescon, Diane Fleri, Carlo Calderone, Claudio Gioè, Romina Mondello, Orlando Cinque, Luigi Maria Burruano, Riccardo Scamarcio, Lorenza Indovina, Ivana Lotito, Pierfrancesco Poggi, Marco Leonardi, Anna Ferruzzo, Peppino Mazzotta, Giorgio Marchesi",unknown,2018-10-11,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",Adult
s4522,TV Show,Salt Fat Acid Heat,unknown,Samin Nosrat,unknown,2018-10-11,2018,TV-PG,1 Season,Docuseries,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",Family
s4524,TV Show,Blood Pact,unknown,"Guilherme Fontes, Ravel Cabral, Jonathan Haagensen, André Ramiro, Adriano Garib, Mel Lisboa, Cristina Lago",Brazil,2018-10-10,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil.",Adult
s4528,TV Show,Sofia the First,unknown,"Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison",United States,2018-10-08,2017,TV-Y,4 Seasons,Kids' TV,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.",Kids
s4530,TV Show,Dancing Queen,unknown,"Justin ""Alyssa Edwards"" Johnson",unknown,2018-10-05,2018,TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.,Teen
s4531,TV Show,Empire Games,unknown,Jim O'Brien,"Czech Republic, United States",2018-10-05,2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,Teen
s4532,TV Show,LOST SONG,unknown,"Konomi Suzuki, Yukari Tamura, Misaki Kuno, Chiaki Takahashi, Seiichiro Yamashita, Asami Seto, Yu Serizawa, Ai Kayano, Tsuyoshi Koyama, Yuto Suzuki, Mitsuru Ogata, Hiroshi Ito",Japan,2018-10-05,2018,TV-14,1 Season,"Anime Series, International TV Shows","War looms over the kingdom of Neunatia, where two young women are both burdened and blessed by the power of song.",Teen
s4536,TV Show,YG Future Strategy Office,unknown,"Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk",South Korea,2018-10-05,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",Adult
s4537,TV Show,Violet Evergarden: Special,unknown,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",unknown,2018-10-04,2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","Auto Memory Doll Violet Evergarden writes letters for people who can’t, learning about her war-torn country and her own hardened heart along the way.",Family
s4543,TV Show,Monty Python Best Bits (mostly),unknown,"Hugh Bonneville, Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin",United Kingdom,2018-10-02,2014,TV-MA,1 Season,"British TV Shows, Docuseries, TV Comedies","Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",Adult
s4550,TV Show,Monty Python's Almost the Truth,unknown,"Graham Chapman, Eric Idle, John Cleese, Michael Palin, Terry Gilliam, Terry Jones",United Kingdom,2018-10-02,2009,TV-MA,1 Season,"British TV Shows, Docuseries","The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",Adult
s4551,TV Show,Monty Python's Fliegender Zirkus,unknown,"Graham Chapman, John Cleese, Eric Idle, Terry Jones, Michael Palin, Connie Booth","United Kingdom, West Germany",2018-10-02,1972,TV-MA,1 Season,"International TV Shows, TV Comedies","The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",Adult
s4552,TV Show,Monty Python's Flying Circus,unknown,"John Cleese, Graham Chapman, Terry Jones, Eric Idle, Michael Palin, Terry Gilliam",United Kingdom,2018-10-02,1974,TV-14,4 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows","The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.",Teen
s4554,TV Show,Monty Python's Personal Best,unknown,"John Cleese, Terry Gilliam, Terry Jones, Graham Chapman, Michael Palin, Eric Idle","United States, United Kingdom",2018-10-02,2005,TV-MA,1 Season,"British TV Shows, TV Comedies",Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,Adult
s4571,TV Show,Hot Date,unknown,"Emily Axford, Brian Murphy",United States,2018-10-01,2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies",Interconnected sketches and performances skewer the madness and misunderstandings of modern relationships.,Adult
s4605,TV Show,Strong,unknown,Gabrielle Reece,United States,2018-10-01,2016,TV-14,1 Season,Reality TV,Gabrielle Reece hosts a transformative competition of tough fitness challenges as 10 women partner with 10 elite personal trainers.,Teen
s4609,TV Show,Three Wives One Husband,unknown,unknown,United Kingdom,2018-10-01,2018,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","A film crew captures a year in the life of modern polygamist families at Rockland Ranch, a community for fundamentalist Mormons in the Utah desert.",Teen
s4622,TV Show,Made in Mexico,unknown,unknown,United States,2018-09-28,2018,TV-MA,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",Adult
s4623,TV Show,Reboot: The Guardian Code,unknown,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",Canada,2018-09-28,2018,TV-Y7,2 Seasons,Kids' TV,Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.,Kids
s4624,TV Show,Skylanders Academy,unknown,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States",2018-09-28,2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.,Kids
s4628,TV Show,Battlefish,unknown,unknown,unknown,2018-09-21,2018,TV-MA,1 Season,"Reality TV, Science & Nature TV, TV Action & Adventure","Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",Adult
s4629,TV Show,DRAGON PILOT: Hisone & Masotan,unknown,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata",Japan,2018-09-21,2018,TV-14,1 Season,"Anime Series, International TV Shows",Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.,Teen
s4630,TV Show,Maniac,unknown,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke",United States,2018-09-21,2018,TV-MA,1 Season,"TV Comedies, TV Dramas, TV Mysteries",Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,Adult
s4633,TV Show,The Good Cop,unknown,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",United States,2018-09-21,2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas","When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.",Teen
s4634,TV Show,Mobile Suit Gundam UC,unknown,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,2018-09-20,2014,TV-PG,1 Season,"Anime Series, International TV Shows","When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",Family
s4635,TV Show,Transformers: Rescue Bots,unknown,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States",2018-09-19,2016,TV-Y7,1 Season,Kids' TV,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.",Kids
s4636,TV Show,Al Hayba,unknown,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,2018-09-15,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",Teen
s4637,TV Show,American Vandal,unknown,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg",United States,2018-09-14,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Comedies, Teen TV Shows","A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.",Adult
s4638,TV Show,Boca Juniors Confidential,unknown,unknown,unknown,2018-09-14,2018,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club.",Family
s4639,TV Show,Ingobernable,unknown,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,2018-09-14,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",Adult
s4640,TV Show,Norm Macdonald Has a Show,unknown,unknown,United States,2018-09-14,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",Comedian Norm Macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.,Adult
s4641,TV Show,Super Monsters Monster Party,unknown,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",unknown,2018-09-14,2018,TV-Y,1 Season,Kids' TV,"Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!",Kids
s4644,TV Show,The Rise of Phoenixes,unknown,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong",China,2018-09-14,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure","When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.",Teen
